mouse_moves,mouse_clicks,keystrokes,scrolls,time_spent,label
1215,114,442,109,1156,0
418,4,100,3,430,1
402,3,97,1,409,1
432,10,192,6,447,1
408,4,98,1,416,1
428,10,190,6,443,1
1230,117,433,110,990,0
1320,124,568,120,1425,0
1155,109,434,104,1144,0
1290,121,552,117,1400,0
1220,115,444,110,1160,0
420,4,101,3,432,1
404,3,98,1,411,1
434,10,193,6,449,1
410,4,99,1,418,1
430,10,191,6,445,1
1235,117,435,110,993,0
1325,124,570,121,1430,0
1160,110,436,105,1148,0
1295,121,555,118,1405,0
1225,115,446,110,1164,0
422,4,101,3,434,1
406,3,98,1,413,1
436,10,194,6,451,1
412,4,99,1,420,1
432,10,192,6,447,1
1240,118,437,111,996,0
1330,125,572,121,1435,0
1165,110,438,105,1152,0
1300,122,558,118,1410,0
1230,116,448,111,1168,0
424,4,102,3,436,1
408,3,99,1,415,1
438,10,195,6,453,1
414,4,100,1,422,1
434,10,193,6,449,1
1245,118,439,111,999,0
1335,125,575,122,1440,0
1170,111,440,106,1156,0
1305,122,560,119,1415,0
1235,116,450,111,1172,0
426,4,102,3,438,1
410,3,99,1,417,1
440,10,196,6,455,1
416,4,100,1,424,1
436,10,194,6,451,1
1250,119,441,112,1002,0
1340,126,578,122,1445,0
1175,111,442,106,1160,0
1310,123,562,119,1420,0
1240,117,452,112,1176,0
428,4,103,3,440,1
412,3,100,1,419,1
442,10,197,6,457,1
418,4,101,1,426,1
438,10,195,6,453,1
1255,119,443,112,1005,0
1345,126,580,123,1450,0
1180,112,444,107,1164,0
1315,123,565,120,1425,0
1245,117,454,112,1180,0
430,4,103,3,442,1
414,3,100,1,421,1
444,10,198,6,459,1
420,4,101,1,428,1
440,10,196,6,455,1
1260,120,445,113,1008,0
1350,127,582,123,1455,0
1185,112,446,107,1168,0
1320,124,568,120,1430,0
1250,118,456,113,1184,0
432,4,104,3,444,1
416,3,101,1,423,1
446,10,199,6,461,1
422,4,102,1,430,1
442,10,197,6,457,1
1265,120,447,113,1011,0
1355,127,585,124,1460,0
1190,113,448,108,1172,0
1325,124,570,121,1435,0
1255,118,458,113,1188,0
434,4,104,3,446,1
418,3,101,1,425,1
448,10,200,6,463,1
424,4,102,1,432,1
444,10,198,6,459,1
1270,121,449,114,1014,0
1360,128,588,124,1465,0
1195,113,450,108,1176,0
1330,125,572,121,1440,0
1260,119,460,114,1192,0
436,4,105,3,448,1
420,3,102,1,427,1
450,10,201,6,465,1
426,4,103,1,434,1
446,10,199,6,461,1
1275,121,451,114,1017,0
1365,128,590,125,1470,0
1200,114,452,109,1180,0
1335,125,575,122,1445,0
1265,119,462,114,1196,0
438,4,105,3,450,1
422,3,102,1,429,1
452,10,202,6,467,1
428,4,103,1,436,1
448,10,200,6,463,1
1280,122,453,115,1020,0
1370,129,592,125,1475,0
1205,114,454,109,1184,0
1340,126,578,122,1450,0
1270,120,464,115,1200,0
440,4,106,3,452,1
424,3,103,1,431,1
454,10,203,6,469,1
430,4,104,1,438,1
450,10,201,6,465,1
1285,122,455,115,1023,0
1375,129,595,126,1480,0
1210,115,456,110,1188,0
1345,126,580,123,1455,0
1275,120,466,115,1204,0
442,4,106,3,454,1
426,3,103,1,433,1
456,10,204,6,471,1
432,4,104,1,440,1
452,10,202,6,467,1
1290,123,457,116,1026,0
1380,130,598,126,1485,0
1215,115,458,110,1192,0
1350,127,582,123,1460,0
1280,121,468,116,1208,0
444,4,107,3,456,1
428,3,104,1,435,1
458,10,205,6,473,1
434,4,105,1,442,1
454,10,203,6,469,1
1295,123,459,116,1029,0
1385,130,600,127,1490,0
1220,116,460,111,1196,0
1355,127,585,124,1465,0
1285,121,470,116,1212,0
446,4,107,3,458,1
430,3,104,1,437,1
460,10,206,6,475,1
436,4,105,1,444,1
456,10,204,6,471,1
1300,124,461,117,1032,0
1390,131,602,127,1495,0
1225,116,462,111,1200,0
1360,128,588,124,1470,0
1290,122,472,117,1216,0
448,4,108,3,460,1
432,3,105,1,439,1
462,10,207,6,477,1
438,4,106,1,446,1
458,10,205,6,473,1
1305,124,463,117,1035,0
1395,131,605,128,1500,0
1230,117,464,112,1204,0
1365,128,590,125,1475,0
1295,122,474,117,1220,0
450,4,108,3,462,1
434,3,105,1,441,1
464,10,208,6,479,1
440,4,106,1,448,1
460,10,206,6,475,1
1310,125,465,118,1038,0
1400,132,608,128,1505,0
1235,117,466,112,1208,0
1370,129,592,125,1480,0
1300,123,476,118,1224,0
452,4,109,3,464,1
436,3,106,1,443,1
466,10,209,6,481,1
442,4,107,1,450,1
462,10,207,6,477,1
1315,125,467,118,1041,0
1405,132,610,129,1510,0
1240,118,468,113,1212,0
1375,129,595,126,1485,0
1305,123,478,118,1228,0
454,4,109,3,466,1
438,3,106,1,445,1
468,10,210,6,483,1
444,4,107,1,452,1
464,10,208,6,479,1
1320,126,469,119,1044,0
1410,133,612,129,1515,0
1245,118,470,113,1216,0
1380,130,598,126,1490,0
1310,124,480,119,1232,0
456,4,110,3,468,1
440,3,107,1,447,1
470,10,211,6,485,1
446,4,108,1,454,1
466,10,209,6,481,1
1325,126,471,119,1047,0
1415,133,615,130,1520,0
1250,119,472,114,1220,0
1385,130,600,127,1495,0
1315,124,482,119,1236,0
458,4,110,3,470,1
442,3,107,1,449,1
472,10,212,6,487,1
448,4,108,1,456,1
468,10,210,6,483,1
1330,127,473,120,1050,0
1420,134,618,130,1525,0
1255,119,474,114,1224,0
1390,131,602,127,1500,0
1320,125,484,120,1240,0
460,4,111,3,472,1
444,3,108,1,451,1
474,10,213,6,489,1
450,4,109,1,458,1
470,10,211,6,485,1
1335,127,475,120,1053,0
1425,134,620,131,1530,0
1260,120,476,115,1228,0
1395,131,605,128,1505,0
1325,125,486,120,1244,0
462,4,111,3,474,1
446,3,108,1,453,1
476,10,214,6,491,1
452,4,109,1,460,1
472,10,212,6,487,1
1340,128,477,121,1056,0
1430,135,622,131,1535,0
1265,120,478,115,1232,0
1400,132,608,128,1510,0
1330,126,488,121,1248,0
464,4,112,3,476,1
448,3,109,1,455,1
478,10,215,6,493,1
454,4,110,1,462,1
474,10,213,6,489,1
1345,128,479,121,1059,0
1435,135,625,132,1540,0
1270,121,480,116,1236,0
1405,132,610,129,1515,0
1335,126,490,121,1252,0
466,4,112,3,478,1
450,3,109,1,457,1
480,10,216,6,495,1
456,4,110,1,464,1
476,10,214,6,491,1
1350,129,481,122,1062,0
1440,136,628,132,1545,0
1275,121,482,116,1240,0
1410,133,612,129,1520,0
1340,127,492,122,1256,0
468,4,113,3,480,1
452,3,110,1,459,1
482,10,217,6,497,1
458,4,111,1,466,1
478,10,215,6,493,1
1355,129,483,122,1065,0
1445,136,630,133,1550,0
1280,122,484,117,1244,0
1415,133,615,130,1525,0
1345,127,494,122,1260,0
470,4,113,3,482,1
454,3,110,1,461,1
484,10,218,6,499,1
460,4,111,1,468,1
480,10,216,6,495,1
1360,130,485,123,1068,0
1450,137,632,133,1555,0
1285,122,486,117,1248,0
1420,134,618,130,1530,0
1350,128,496,123,1264,0
472,4,114,3,484,1
456,3,111,1,463,1
486,10,219,6,501,1
462,4,112,1,470,1
482,10,217,6,497,1
1365,130,487,123,1071,0
1455,137,635,134,1560,0
1290,123,488,118,1252,0
1425,134,620,131,1535,0
1355,128,498,123,1268,0
474,4,114,3,486,1
458,3,111,1,465,1
488,10,220,6,503,1
464,4,112,1,472,1
484,10,218,6,499,1
1370,131,489,124,1074,0
1460,138,638,134,1565,0
1295,123,490,118,1256,0
1430,135,622,131,1540,0
1360,129,500,124,1272,0
476,4,115,3,488,1
460,3,112,1,467,1
490,10,221,6,505,1
466,4,113,1,474,1
486,10,219,6,501,1
1375,131,491,124,1077,0
1465,138,640,135,1570,0
1300,124,492,119,1260,0
1435,135,625,132,1545,0
1365,129,502,124,1276,0
478,4,115,3,490,1
462,3,112,1,469,1
492,10,222,6,507,1
468,4,113,1,476,1
488,10,220,6,503,1
1380,132,493,125,1080,0
1470,139,642,135,1575,0
1305,124,494,119,1264,0
1440,136,628,132,1550,0
1370,130,504,125,1280,0
480,4,116,3,492,1
464,3,113,1,471,1
494,10,223,6,509,1
470,4,114,1,478,1
490,10,221,6,505,1
1385,132,495,125,1083,0
1475,139,645,136,1580,0
1310,125,496,120,1268,0
1445,136,630,133,1555,0
1375,130,506,125,1284,0
482,4,116,3,494,1
466,3,113,1,473,1
496,10,224,6,511,1
472,4,114,1,480,1
492,10,222,6,507,1
1390,133,497,126,1086,0
1480,140,648,136,1585,0
1315,125,498,120,1272,0
1450,137,632,133,1560,0
1380,131,508,126,1288,0
484,4,117,3,496,1
468,3,114,1,475,1
498,10,225,6,513,1
474,4,115,1,482,1
494,10,223,6,509,1
1395,133,499,126,1089,0
1485,140,650,137,1590,0
1320,126,500,121,1276,0
1455,137,635,134,1565,0
1385,131,510,126,1292,0
486,4,117,3,498,1
470,3,114,1,477,1
500,10,226,6,515,1
476,4,115,1,484,1
496,10,224,6,511,1
1400,134,501,127,1092,0
1490,141,652,137,1595,0
1325,126,502,121,1280,0
1460,138,638,134,1570,0
1390,132,512,127,1296,0
488,4,118,3,500,1
472,3,115,1,479,1
502,10,227,6,517,1
478,4,116,1,486,1
498,10,225,6,513,1
1405,134,503,127,1095,0
1495,141,655,138,1600,0
1330,127,504,122,1284,0
1465,138,640,135,1575,0
1395,132,514,127,1300,0
490,4,118,3,502,1
474,3,115,1,481,1
504,10,228,6,519,1
480,4,116,1,488,1
500,10,226,6,515,1
1410,135,505,128,1098,0
1500,142,658,138,1605,0
1335,127,506,122,1288,0
1470,139,642,135,1580,0
1400,133,516,128,1304,0
492,4,119,3,504,1
476,3,116,1,483,1
506,10,229,6,521,1
482,4,117,1,490,1
502,10,227,6,517,1
1415,135,507,128,1101,0
1505,142,660,139,1610,0
1340,128,508,123,1292,0
1475,139,645,136,1585,0
1405,133,518,128,1308,0
494,4,119,3,506,1
478,3,116,1,485,1
508,10,230,6,523,1
484,4,117,1,492,1
504,10,228,6,519,1
1420,136,509,129,1104,0
1510,143,662,139,1615,0
1345,128,510,123,1296,0
1480,140,648,136,1590,0
1410,134,520,129,1312,0
496,4,120,3,508,1
480,3,117,1,487,1
510,10,231,6,525,1
486,4,118,1,494,1
506,10,229,6,521,1
1425,136,511,129,1107,0
1515,143,665,140,1620,0
1350,129,512,124,1300,0
1485,140,650,137,1595,0
1415,134,522,129,1316,0
498,4,120,3,510,1
482,3,117,1,489,1
512,10,232,6,527,1
488,4,118,1,496,1
508,10,230,6,523,1
1430,137,513,130,1110,0
1520,144,668,140,1625,0
1355,129,514,124,1304,0
1490,141,652,137,1600,0
1420,135,524,130,1320,0
500,4,121,3,512,1
484,3,118,1,491,1
514,10,233,6,529,1
490,4,119,1,498,1
510,10,231,6,525,1
1435,137,515,130,1113,0
1525,144,670,141,1630,0
1360,130,516,125,1308,0
1495,141,655,138,1605,0
1425,135,526,130,1324,0
502,4,121,3,514,1
486,3,118,1,493,1
516,10,234,6,531,1
492,4,119,1,500,1
512,10,232,6,527,1
1440,138,517,131,1116,0
1530,145,672,141,1635,0
1365,130,518,125,1312,0
1500,142,658,138,1610,0
1430,136,528,131,1328,0
504,4,122,3,516,1
488,3,119,1,495,1
518,10,235,6,533,1
494,4,120,1,502,1
514,10,233,6,529,1
1445,138,519,131,1119,0
1535,145,675,142,1640,0
1370,131,520,126,1316,0
1505,142,660,139,1615,0
1435,136,530,131,1332,0
506,4,122,3,518,1
490,3,119,1,497,1
520,10,236,6,535,1
496,4,120,1,504,1
516,10,234,6,531,1
1450,139,521,132,1122,0
1540,146,678,142,1645,0
1375,131,522,126,1320,0
1510,143,662,139,1620,0
1440,137,532,132,1336,0
508,4,123,3,520,1
492,3,120,1,499,1
522,10,237,6,537,1
498,4,121,1,506,1
518,10,235,6,533,1
1455,139,523,132,1125,0
1545,146,680,143,1650,0
1380,132,524,127,1324,0
1515,143,665,140,1625,0
1445,137,534,132,1340,0
510,4,123,3,522,1
494,3,120,1,501,1
524,10,238,6,539,1
500,4,121,1,508,1
520,10,236,6,535,1
1460,140,525,133,1128,0
1550,147,682,143,1655,0
1385,132,526,127,1328,0
1520,144,668,140,1630,0
1450,138,536,133,1344,0
512,4,124,3,524,1
496,3,121,1,503,1
526,10,239,6,541,1
502,4,122,1,510,1
522,10,237,6,537,1
1465,140,527,133,1131,0
1555,147,685,144,1660,0
1390,133,528,128,1332,0
1525,144,670,141,1635,0
1455,138,538,133,1348,0
514,4,124,3,526,1
498,3,121,1,505,1
528,10,240,6,543,1
504,4,122,1,512,1
524,10,238,6,539,1
1470,141,529,134,1134,0
1560,148,688,144,1665,0
1395,133,530,128,1336,0
1530,145,672,141,1640,0
1460,139,540,134,1352,0
516,4,125,3,528,1
500,3,122,1,507,1
530,10,241,6,545,1
506,4,123,1,514,1
526,10,239,6,541,1
1475,141,531,134,1137,0
1565,148,690,145,1670,0
1400,134,532,129,1340,0
1535,145,675,142,1645,0
1465,139,542,134,1356,0
518,4,125,3,530,1
502,3,122,1,509,1
532,10,242,6,547,1
508,4,123,1,516,1
528,10,240,6,543,1
1480,142,533,135,1140,0
1570,149,692,145,1675,0
1405,134,534,129,1344,0
1540,146,678,142,1650,0
1470,140,544,135,1360,0
520,4,126,3,532,1
504,3,123,1,511,1
534,10,243,6,549,1
510,4,124,1,518,1
530,10,241,6,545,1
1485,142,535,135,1143,0
1575,149,695,146,1680,0
1410,135,536,130,1348,0
1545,146,680,143,1655,0
1475,140,546,135,1364,0
522,4,126,3,534,1
506,3,123,1,513,1
536,10,244,6,551,1
512,4,124,1,520,1
532,10,242,6,547,1
1490,143,537,136,1146,0
1580,150,698,146,1685,0
1415,135,538,130,1352,0
1550,147,682,143,1660,0
1480,141,548,136,1368,0
524,4,127,3,536,1
508,3,124,1,515,1
538,10,245,6,553,1
514,4,125,1,522,1
534,10,243,6,549,1
1495,143,539,136,1149,0
1585,150,700,147,1690,0
1420,136,540,131,1356,0
1555,147,685,144,1665,0
1485,141,550,136,1372,0
526,4,127,3,538,1
510,3,124,1,517,1
540,10,246,6,555,1
516,4,125,1,524,1
536,10,244,6,551,1
1500,144,541,137,1152,0
1590,151,702,147,1695,0
1425,136,542,131,1360,0
1560,148,688,144,1670,0
1490,142,552,137,1376,0
528,4,128,3,540,1
512,3,125,1,519,1
542,10,247,6,557,1
518,4,126,1,526,1
538,10,245,6,553,1
1505,144,543,137,1155,0
1595,151,705,148,1700,0
1430,137,544,132,1364,0
1565,148,690,145,1675,0
1495,142,554,137,1380,0
530,4,128,3,542,1
514,3,125,1,521,1
544,10,248,6,559,1
520,4,126,1,528,1
540,10,246,6,555,1
1510,145,545,138,1158,0
1600,152,708,148,1705,0
1435,137,546,132,1368,0
1570,149,692,145,1680,0
1500,143,556,138,1384,0
532,4,129,3,544,1
516,3,126,1,523,1
546,10,249,6,561,1
522,4,127,1,530,1
542,10,247,6,557,1
1515,145,547,138,1161,0
1605,152,710,149,1710,0
1440,138,548,133,1372,0
1575,149,695,146,1685,0
1505,143,558,138,1388,0
534,4,129,3,546,1
518,3,126,1,525,1
548,10,250,6,563,1
524,4,127,1,532,1
544,10,248,6,559,1
1520,146,549,139,1164,0
1610,153,712,149,1715,0
1445,138,550,133,1376,0
1580,150,698,146,1690,0
1510,144,560,139,1392,0
536,4,130,3,548,1
520,3,127,1,527,1
550,10,251,6,565,1
526,4,128,1,534,1
546,10,249,6,561,1
1525,146,551,139,1167,0
1615,153,715,150,1720,0
1450,139,552,134,1380,0
1585,150,700,147,1695,0
1515,144,562,139,1396,0
538,4,130,3,550,1
522,3,127,1,529,1
552,10,252,6,567,1
528,4,128,1,536,1
548,10,250,6,563,1
1530,147,553,140,1170,0
1620,154,718,150,1725,0
1455,139,554,134,1384,0
1590,151,702,147,1700,0
1520,145,564,140,1400,0
540,4,131,3,552,1
524,3,128,1,531,1
554,10,253,6,569,1
530,4,129,1,538,1
550,10,251,6,565,1
1535,147,555,140,1173,0
1625,154,720,151,1730,0
1460,140,556,135,1388,0
1595,151,705,148,1705,0
1525,145,566,140,1404,0
542,4,131,3,554,1
526,3,128,1,533,1
556,10,254,6,571,1
532,4,129,1,540,1
552,10,252,6,567,1
1540,148,557,141,1176,0
1630,155,722,151,1735,0
1465,140,558,135,1392,0
1600,152,708,148,1710,0
1530,146,568,141,1408,0
544,4,132,3,556,1
528,3,129,1,535,1
558,10,255,6,573,1
534,4,130,1,542,1
554,10,253,6,569,1
1545,148,559,141,1179,0
1635,155,725,152,1740,0
1470,141,560,136,1396,0
1605,152,710,149,1715,0
1535,146,570,141,1412,0
546,4,132,3,558,1
530,3,129,1,537,1
560,10,256,6,575,1
536,4,130,1,544,1
556,10,254,6,571,1
1550,149,561,142,1182,0
1640,156,728,152,1745,0
1475,141,562,136,1400,0
1610,153,712,149,1720,0
1540,147,572,142,1416,0
548,4,133,3,560,1
532,3,130,1,539,1
562,10,257,6,577,1
538,4,131,1,546,1
558,10,255,6,573,1
1555,149,563,142,1185,0
1645,156,730,153,1750,0
1480,142,564,137,1404,0
1615,153,715,150,1725,0
1545,147,574,142,1420,0
550,4,133,3,562,1
534,3,130,1,541,1
564,10,258,6,579,1
540,4,131,1,548,1
560,10,256,6,575,1
1560,150,565,143,1188,0
1650,157,732,153,1755,0
1485,142,566,137,1408,0
1620,154,718,150,1730,0
1550,148,576,143,1424,0
552,4,134,3,564,1
536,3,131,1,543,1
566,10,259,6,581,1
542,4,132,1,550,1
562,10,257,6,577,1
1565,150,567,143,1191,0
1655,157,735,154,1760,0
1490,143,568,138,1412,0
1625,154,720,151,1735,0
1555,148,578,143,1428,0
554,4,134,3,566,1
538,3,131,1,545,1
568,10,260,6,583,1
544,4,132,1,552,1
564,10,258,6,579,1
1570,151,569,144,1194,0
1660,158,738,154,1765,0
1495,143,570,138,1416,0
1630,155,722,151,1740,0
1560,149,580,144,1432,0
556,4,135,3,568,1
540,3,132,1,547,1
570,10,261,6,585,1
546,4,133,1,554,1
566,10,259,6,581,1
1575,151,571,144,1197,0
1665,158,740,155,1770,0
1500,144,572,139,1420,0
1635,155,725,152,1745,0
1565,149,582,144,1436,0
558,4,135,3,570,1
542,3,132,1,549,1
572,10,262,6,587,1
548,4,133,1,556,1
568,10,260,6,583,1
1580,152,573,145,1200,0
1670,159,742,155,1775,0
1505,144,574,139,1424,0
1640,156,728,152,1750,0
1570,150,584,145,1440,0
560,4,136,3,572,1
544,3,133,1,551,1
574,10,263,6,589,1
550,4,134,1,558,1
570,10,261,6,585,1
1585,152,575,145,1203,0
1675,159,745,156,1780,0
1510,145,576,140,1428,0
1645,156,730,153,1755,0
1575,150,586,145,1444,0
562,4,136,3,574,1
546,3,133,1,553,1
576,10,264,6,591,1
552,4,134,1,560,1
572,10,262,6,587,1
1590,153,577,146,1206,0
1680,160,748,156,1785,0
1515,145,578,140,1432,0
1650,157,732,153,1760,0
1580,151,588,146,1448,0
564,4,137,3,576,1
548,3,134,1,555,1
578,10,265,6,593,1
554,4,135,1,562,1
574,10,263,6,589,1
1595,153,579,146,1209,0
1685,160,750,157,1790,0
1520,146,580,141,1436,0
1655,157,735,154,1765,0
1585,151,590,146,1452,0
566,4,137,3,578,1
550,3,134,1,557,1
580,10,266,6,595,1
556,4,135,1,564,1
576,10,264,6,591,1
1600,154,581,147,1212,0
1690,161,752,157,1795,0
1525,146,582,141,1440,0
1660,158,738,154,1770,0
1590,152,592,147,1456,0
568,4,138,3,580,1
552,3,135,1,559,1
582,10,267,6,597,1
558,4,136,1,566,1
578,10,265,6,593,1
1605,154,583,147,1215,0
1695,161,755,158,1800,0
1530,147,584,142,1444,0
1665,158,740,155,1775,0
1595,152,594,147,1460,0
570,4,138,3,582,1
554,3,135,1,561,1
584,10,268,6,599,1
560,4,136,1,568,1
580,10,266,6,595,1
1610,155,585,148,1218,0
1700,162,758,158,1805,0
1535,147,586,142,1448,0
1670,159,742,155,1780,0
1600,153,596,148,1464,0
572,4,139,3,584,1
556,3,136,1,563,1
586,10,269,6,601,1
562,4,137,1,570,1
582,10,267,6,597,1
1615,155,587,148,1221,0
1705,162,760,159,1810,0
1540,148,588,143,1452,0
1675,159,745,156,1785,0
1605,153,598,148,1468,0
574,4,139,3,586,1
558,3,136,1,565,1
588,10,270,6,603,1
564,4,137,1,572,1
584,10,268,6,599,1
1620,156,589,149,1224,0
1710,163,762,159,1815,0
1545,148,590,143,1456,0
1680,160,748,156,1790,0
1610,154,600,149,1472,0
576,4,140,3,588,1
560,3,137,1,567,1
590,10,271,6,605,1
566,4,138,1,574,1
586,10,269,6,601,1
1625,156,591,149,1227,0
1715,163,765,160,1820,0
1550,149,592,144,1460,0
1685,160,750,157,1795,0
1615,154,602,149,1476,0
578,4,140,3,590,1
562,3,137,1,569,1
592,10,272,6,607,1
568,4,138,1,576,1
588,10,270,6,603,1
1630,157,593,150,1230,0
1720,164,768,160,1825,0
1555,149,594,144,1464,0
1690,161,752,157,1800,0
1620,155,604,150,1480,0
580,4,141,3,592,1
564,3,138,1,571,1
594,10,273,6,609,1
570,4,139,1,578,1
590,10,271,6,605,1
1635,157,595,150,1233,0
1725,164,770,161,1830,0
1560,150,596,145,1468,0
1695,161,755,158,1805,0
1625,155,606,150,1484,0
582,4,141,3,594,1
566,3,138,1,573,1
596,10,274,6,611,1
572,4,139,1,580,1
592,10,272,6,607,1
1640,158,597,151,1236,0
1730,165,772,161,1835,0
1565,150,598,145,1472,0
1700,162,758,158,1810,0
1630,156,608,151,1488,0
584,4,142,3,596,1
568,3,139,1,575,1
598,10,275,6,613,1
574,4,140,1,582,1
594,10,273,6,609,1
1645,158,599,151,1239,0
1735,165,775,162,1840,0
1570,151,600,146,1476,0
1705,162,760,159,1815,0
1635,156,610,151,1492,0
586,4,142,3,598,1
570,3,139,1,577,1
600,10,276,6,615,1
576,4,140,1,584,1
596,10,274,6,611,1
1650,159,601,152,1242,0
1740,166,778,162,1845,0
1575,151,602,146,1480,0
1710,163,762,159,1820,0
1640,157,612,152,1496,0
588,4,143,3,600,1
572,3,140,1,579,1
602,10,277,6,617,1
578,4,141,1,586,1
598,10,275,6,613,1
1655,159,603,152,1245,0
1745,166,780,163,1850,0
1580,152,604,147,1484,0
1715,163,765,160,1825,0
1645,157,614,152,1500,0
590,4,143,3,602,1
574,3,140,1,581,1
604,10,278,6,619,1
580,4,141,1,588,1
600,10,276,6,615,1
1660,160,605,153,1248,0
1750,167,782,163,1855,0
1585,152,606,147,1488,0
1720,164,768,160,1830,0
1650,158,616,153,1504,0
592,4,144,3,604,1
576,3,141,1,583,1
606,10,279,6,621,1
582,4,142,1,590,1
602,10,277,6,617,1
1665,160,607,153,1251,0
1755,167,785,164,1860,0
1590,153,608,148,1492,0
1725,164,770,161,1835,0
1655,158,618,153,1508,0
594,4,144,3,606,1
578,3,141,1,585,1
608,10,280,6,623,1
584,4,142,1,592,1
604,10,278,6,619,1
1670,161,609,154,1254,0
1760,168,788,164,1865,0
1595,153,610,148,1496,0
1730,165,772,161,1840,0
1660,159,620,154,1512,0
596,4,145,3,608,1
580,3,142,1,587,1
610,10,281,6,625,1
586,4,143,1,594,1
606,10,279,6,621,1
1675,161,611,154,1257,0
1765,168,790,165,1870,0
1600,154,612,149,1500,0
1735,165,775,162,1845,0
1665,159,622,154,1516,0
598,4,145,3,610,1
582,3,142,1,589,1
612,10,282,6,627,1
588,4,143,1,596,1
608,10,280,6,623,1
1680,162,613,155,1260,0
1770,169,792,165,1875,0
1605,154,614,149,1504,0
1740,166,778,162,1850,0
1670,160,624,155,1520,0
600,4,146,3,612,1
584,3,143,1,591,1
614,10,283,6,629,1
590,4,144,1,598,1
610,10,281,6,625,1
1685,162,615,155,1263,0
1775,169,795,166,1880,0
1610,155,616,150,1508,0
1745,166,780,163,1855,0
1675,160,626,155,1524,0
602,4,146,3,614,1
586,3,143,1,593,1
616,10,284,6,631,1
592,4,144,1,600,1
612,10,282,6,627,1
1690,163,617,156,1266,0
1780,170,798,166,1885,0
1615,155,618,150,1512,0
1750,167,782,163,1860,0
1680,161,628,156,1528,0
604,4,147,3,616,1
588,3,144,1,595,1
618,10,285,6,633,1
594,4,145,1,602,1
614,10,283,6,629,1
1695,163,619,156,1269,0
1785,170,800,167,1890,0
1620,156,620,151,1516,0
1755,167,785,164,1865,0
1685,161,630,156,1532,0
606,4,147,3,618,1
590,3,144,1,597,1
620,10,286,6,635,1
596,4,145,1,604,1
616,10,284,6,631,1
1700,164,621,157,1272,0
1790,171,802,167,1895,0
1625,156,622,151,1520,0
1760,168,788,164,1870,0
1690,162,632,157,1536,0
608,4,148,3,620,1
592,3,145,1,599,1
622,10,287,6,637,1
598,4,146,1,606,1
618,10,285,6,633,1
1705,164,623,157,1275,0
1795,171,805,168,1900,0
1630,157,624,152,1524,0
1765,168,790,165,1875,0
1695,162,634,157,1540,0
610,4,148,3,622,1
594,3,145,1,601,1
624,10,288,6,639,1
600,4,146,1,608,1
620,10,286,6,635,1
1710,165,625,158,1278,0
1800,172,808,168,1905,0
1635,157,626,152,1528,0
1770,169,792,165,1880,0
1700,163,636,158,1544,0
612,4,149,3,624,1
596,3,146,1,603,1
626,10,289,6,641,1
602,4,147,1,610,1
622,10,287,6,637,1
1715,165,627,158,1281,0
1805,172,810,169,1910,0
1640,158,628,153,1532,0
1775,169,795,166,1885,0
1705,163,638,158,1548,0
614,4,149,3,626,1
598,3,146,1,605,1
628,10,290,6,643,1
604,4,147,1,612,1
624,10,288,6,639,1
1720,166,629,159,1284,0
1810,173,812,169,1915,0
1645,158,630,153,1536,0
1780,170,798,166,1890,0
1710,164,640,159,1552,0
616,4,150,3,628,1
600,3,147,1,607,1
630,10,291,6,645,1
606,4,148,1,614,1
626,10,289,6,641,1
1725,166,631,159,1287,0
1815,173,815,170,1920,0
1650,159,632,154,1540,0
1785,170,800,167,1895,0
1715,164,642,159,1556,0
618,4,150,3,630,1
602,3,147,1,609,1
632,10,292,6,647,1
608,4,148,1,616,1
628,10,290,6,643,1
1730,167,633,160,1290,0
1820,174,818,170,1925,0
1655,159,634,154,1544,0
1790,171,802,167,1900,0
1720,165,644,160,1560,0
620,4,151,3,632,1
604,3,148,1,611,1
634,10,293,6,649,1
610,4,149,1,618,1
630,10,291,6,645,1
1735,167,635,160,1293,0
1825,174,820,171,1930,0
1660,160,636,155,1548,0
1795,171,805,168,1905,0
1725,165,646,160,1564,0
622,4,151,3,634,1
606,3,148,1,613,1
636,10,294,6,651,1
612,4,149,1,620,1
632,10,292,6,647,1
1740,168,637,161,1296,0
1830,175,822,171,1935,0
1665,160,638,155,1552,0
1800,172,808,168,1910,0
1730,166,648,161,1568,0
624,4,152,3,636,1
608,3,149,1,615,1
638,10,295,6,653,1
614,4,150,1,622,1
634,10,293,6,649,1
1745,168,639,161,1299,0
1835,175,825,172,1940,0
1670,161,640,156,1556,0
1805,172,810,169,1915,0
1735,166,650,161,1572,0
626,4,152,3,638,1
610,3,149,1,617,1
640,10,296,6,655,1
616,4,150,1,624,1
636,10,294,6,651,1
1750,169,641,162,1302,0
1840,176,828,172,1945,0
1675,161,642,156,1560,0
1810,173,812,169,1920,0
1740,167,652,162,1576,0
628,4,153,3,640,1
612,3,150,1,619,1
642,10,297,6,657,1
618,4,151,1,626,1
638,10,295,6,653,1
1755,169,643,162,1305,0
1845,176,830,173,1950,0
1680,162,644,157,1564,0
1815,173,815,170,1925,0
1745,167,654,162,1580,0
630,4,153,3,642,1
614,3,150,1,621,1
644,10,298,6,659,1
620,4,151,1,628,1
640,10,296,6,655,1
1760,170,645,163,1308,0
1850,177,832,173,1955,0
1685,162,646,157,1568,0
1820,174,818,170,1930,0
1750,168,656,163,1584,0
632,4,154,3,644,1
616,3,151,1,623,1
646,10,299,6,661,1
